collection_id,collection_name,doi,published_at,dataset_id,dataset_version_id,cell_count,species,tissue,disease,assay,suspension,matched_cell_types,all_cell_types,assets,collection_url
120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,2022-06-14T23:41:20+00:00,c52de62a-058d-4d78-a464-bdf552378f43,bccfbe51-bb43-4da5-8ecf-5607bda68289,8345,Homo sapiens,kidney,normal,10x 3' v2,cell,neuron,fibroblast|mesenchymal stem cell|myofibroblast cell|neuron,https://datasets.cellxgene.cziscience.com/bccfbe51-bb43-4da5-8ecf-5607bda68289.h5ad,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,e871881f-b42d-4500-906d-0972a14ba47d,460b3fe9-f623-4299-a745-78beba61c3d8,20515,Homo sapiens,bronchus|lower lobe of left lung|lung|trachea|upper lobe of left lung,normal,10x 3' v2|10x 3' v3|10x 5' transcription profiling,cell|nucleus,myelinating Schwann cell|non-myelinating Schwann cell,adventitial cell|bronchus fibroblast of lung|fibroblast|fibroblast of lung|lung perichondrial fibroblast|mesothelial cell|myelinating Schwann cell|myofibroblast cell|non-myelinating Schwann cell,https://datasets.cellxgene.cziscience.com/460b3fe9-f623-4299-a745-78beba61c3d8.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,a83dd1a9-d689-486b-aa8a-5036bf9d5816,3e5559b4-e6ba-4d3d-877e-8a5bfb9da3a6,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,CD14-positive monocyte|IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel endothelial cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast|fibroblast of lung|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|lung secretory cell|memory B cell|muscle cell|myoepithelial cell|naive B cell|non-myelinating Schwann cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|smooth muscle cell of the pulmonary artery|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/3e5559b4-e6ba-4d3d-877e-8a5bfb9da3a6.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,987185c0-e092-49fb-935a-cc3fa0d084ca,acfe0dfa-5179-405d-9c53-7bdc7e3a8d6d,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,"CD14-positive monocyte|IgA plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel endothelial cell|blood vessel smooth muscle cell|ciliated cell|endothelial cell of artery|fibroblast|fibroblast of lung|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|mast cell|muscle cell|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|non-myelinating Schwann cell|pulmonary alveolar type 2 cell|pulmonary artery endothelial cell|smooth muscle cell of the pulmonary artery|unknown|vein endothelial cell",https://datasets.cellxgene.cziscience.com/acfe0dfa-5179-405d-9c53-7bdc7e3a8d6d.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,853c4415-9820-4377-ae29-cfe61d72fbd1,56849905-fe69-4873-b2bb-f119b5c16df4,4992,Homo sapiens,trachea,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast|goblet cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|lung secretory cell|non-myelinating Schwann cell|pulmonary alveolar type 2 cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/56849905-fe69-4873-b2bb-f119b5c16df4.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,72ddcd39-bd9b-4f6a-9251-bf2a6763b16f,391859dd-aee8-46c2-90fc-ee34ad3cf022,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|alveolar macrophage|basal cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|erythrocyte|goblet cell|lung macrophage|lung perichondrial fibroblast|lung secretory cell|memory B cell|muscle cell|myofibroblast cell|non-myelinating Schwann cell|plasmablast|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/391859dd-aee8-46c2-90fc-ee34ad3cf022.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,728a6902-8916-47a1-b85a-ba1c922d56b7,defc9209-93bd-4291-b4e4-c09e6228ce17,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,myelinating Schwann cell|non-myelinating Schwann cell,IgA plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|chondrocyte|ciliated cell|endothelial cell of artery|fibroblast|fibroblast of lung|goblet cell|lung secretory cell|muscle cell|myelinating Schwann cell|non-myelinating Schwann cell|pulmonary alveolar type 2 cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/defc9209-93bd-4291-b4e4-c09e6228ce17.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,5944834b-e31e-4955-942a-731d75e39385,5bdb5d12-9104-4bb3-b47a-b65326cde5fe,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,neuroendocrine cell|non-myelinating Schwann cell,"IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|alveolar macrophage|blood vessel endothelial cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|endothelial cell of lymphatic vessel|fibroblast|fibroblast of lung|goblet cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|mast cell|muscle cell|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|neuroendocrine cell|non-myelinating Schwann cell|pulmonary alveolar type 2 cell|smooth muscle cell of the pulmonary artery|unknown|vein endothelial cell",https://datasets.cellxgene.cziscience.com/5bdb5d12-9104-4bb3-b47a-b65326cde5fe.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,44c9d3fd-bbde-45a5-a17c-db37a75bf697,da3db84a-aec1-404f-83f3-c497ce4bfccc,4992,Homo sapiens,trachea,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,CD14-positive monocyte|IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|conventional dendritic cell|endothelial cell of artery|endothelial cell of lymphatic vessel|erythrocyte|fibroblast|goblet cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|lung secretory cell|non-myelinating Schwann cell|plasmablast|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/da3db84a-aec1-404f-83f3-c497ce4bfccc.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,2c3621b8-1870-4e06-b169-252ab243118d,ca3e1dd1-bcc3-4121-a160-c2a86bf51972,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|chondrocyte|ciliated cell|endothelial cell of artery|erythrocyte|fibroblast|fibroblast of lung|goblet cell|lung perichondrial fibroblast|lung pericyte|lung secretory cell|muscle cell|non-myelinating Schwann cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/ca3e1dd1-bcc3-4121-a160-c2a86bf51972.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,20718fc1-c04b-496b-8a27-8589a637346c,2c092c78-132b-413e-b8d6-8c7e03b8262b,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,non-myelinating Schwann cell,IgA plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|chondrocyte|ciliated cell|fibroblast|goblet cell|lung perichondrial fibroblast|lung pericyte|lung secretory cell|muscle cell|non-myelinating Schwann cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell,https://datasets.cellxgene.cziscience.com/2c092c78-132b-413e-b8d6-8c7e03b8262b.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,15c5c186-df92-4b17-a253-199e10ffe98a,7fc23d86-4c73-4573-b8bc-ce171a6ac7d5,4992,Homo sapiens,bronchus,normal,Visium Spatial Gene Expression V1,na,neuroendocrine cell,"CD14-positive monocyte|IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|basal cell|blood vessel smooth muscle cell|chondrocyte|ciliated cell|dendritic cell|endothelial cell of lymphatic vessel|fibroblast of lung|goblet cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung secretory cell|mast cell|muscle cell|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|neuroendocrine cell|plasmablast|pulmonary alveolar type 2 cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|unknown|vein endothelial cell",https://datasets.cellxgene.cziscience.com/7fc23d86-4c73-4573-b8bc-ce171a6ac7d5.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,0e9d47fb-89b1-42d8-b426-2c7630b5f5fa,75c9f3f8-9506-4b3e-98e1-2f38b1aecb32,29505,Homo sapiens,bronchus|lower lobe of left lung|lung|trachea|upper lobe of left lung,normal,10x 3' v2|10x 3' v3|10x 5' transcription profiling,cell|nucleus,neuroendocrine cell,airway submucosal gland duct basal cell|basal cell|ciliated cell|club cell|deuterosomal cell|epithelial cell|goblet cell|lung secretory cell|myoepithelial cell|neuroendocrine cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland,https://datasets.cellxgene.cziscience.com/75c9f3f8-9506-4b3e-98e1-2f38b1aecb32.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,2024-02-13T22:44:13+00:00,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,dea9f35e-1be6-4240-919d-7eb2f471cbe9,193108,Homo sapiens,bronchus|lower lobe of left lung|lung|trachea|upper lobe of left lung,normal,10x 3' v2|10x 3' v3|10x 5' transcription profiling,cell|nucleus,myelinating Schwann cell|neuroendocrine cell|non-myelinating Schwann cell,"CD14-positive monocyte|IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|alveolar macrophage|basal cell|blood vessel endothelial cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|club cell|conventional dendritic cell|dendritic cell|deuterosomal cell|effector CD4-positive, alpha-beta T cell|effector memory CD8-positive, alpha-beta T cell|endothelial cell of artery|endothelial cell of lymphatic vessel|epithelial cell|erythrocyte|fibroblast|fibroblast of lung|gamma-delta T cell|goblet cell|innate lymphoid cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|lung resident memory CD4-positive, alpha-beta T cell|lung resident memory CD8-positive, alpha-beta T cell|lung secretory cell|mast cell|megakaryocyte|memory B cell|mesothelial cell|metallothionein-positive alveolar macrophage|monocyte|mucosal-associated invariant T cell|myelinating Schwann cell|myoepithelial cell|myofibroblast cell|naive B cell|naive thymus-derived CD4-positive, alpha-beta T cell|natural killer cell|neuroendocrine cell|non-myelinating Schwann cell|plasmablast|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary artery endothelial cell|regulatory T cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|smooth muscle cell|smooth muscle cell of the pulmonary artery|vein endothelial cell",https://datasets.cellxgene.cziscience.com/dea9f35e-1be6-4240-919d-7eb2f471cbe9.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,2021-07-14T03:13:55+00:00,e6a11140-2545-46bc-929e-da243eed2cae,82197577-7914-45c0-9fde-6597a1da920f,25832,Homo sapiens,cardiac atrium|cardiac ventricle|heart|heart right ventricle|right cardiac atrium,normal,10x 3' v3|Smart-seq2,cell,neuron,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|cardiac endothelial cell|erythrocyte|fibroblast of cardiac tissue|macrophage|mast cell|mature NK T cell|mesothelial cell|monocyte|natural killer cell|neuron|neutrophil|pericyte|plasma cell|plasmacytoid dendritic cell|platelet|regular atrial cardiac myocyte|smooth muscle cell|ventricular cardiac muscle cell",https://datasets.cellxgene.cziscience.com/82197577-7914-45c0-9fde-6597a1da920f.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,2021-07-14T03:13:55+00:00,bb78adbb-1428-4468-bad0-63602bb974e9,6ad78e84-6715-458d-95b4-69e8509cd785,48951,Homo sapiens,left ovary|ovary|right ovary,normal,10x 3' v3|Smart-seq2|Smart-seq3,cell,glial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|blood vessel smooth muscle cell|classical monocyte|endothelial cell|epithelial cell|glandular secretory epithelial cell|glial cell|hematopoietic precursor cell|leukocyte|macrophage|mast cell|mature NK T cell|monocyte|myeloid dendritic cell|neutrophil|oocyte|ovarian surface epithelial cell|plasma cell|plasmacytoid dendritic cell|smooth muscle cell|stromal cell|stromal cell of ovary|theca cell|unknown",https://datasets.cellxgene.cziscience.com/6ad78e84-6715-458d-95b4-69e8509cd785.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,2021-07-14T03:13:55+00:00,a357414d-2042-4eb5-95f0-c58604a18bdd,6db4dfe6-d421-4287-a9dc-22eaa59be966,42036,Homo sapiens,duodenum|ileum|jejunum|small intestine,normal,10x 3' v3|Smart-seq2,cell,enteroendocrine cell of small intestine|enteroglial cell,"B cell|BEST4+ enterocyte|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|activated CD4-positive, alpha-beta T cell|activated CD8-positive, alpha-beta T cell|endothelial cell of arteriole|endothelial cell of lymphatic vessel|endothelial cell of venule|enterocyte of epithelium proper of duodenum|enterocyte of epithelium proper of ileum|enterocyte of epithelium proper of jejunum|enterocyte of epithelium proper of small intestine|enteroendocrine cell of small intestine|enteroglial cell|fibroblast|gamma-delta T cell|innate lymphoid cell|intestinal crypt stem cell of small intestine|intestinal tuft cell|macrophage|mast cell|monocyte|myeloid dendritic cell|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|natural killer cell|neutrophil|paneth cell of epithelium of small intestine|pericyte|plasma cell|regulatory T cell|small intestine goblet cell|transit amplifying cell of small intestine",https://datasets.cellxgene.cziscience.com/6db4dfe6-d421-4287-a9dc-22eaa59be966.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,2021-07-14T03:13:55+00:00,9ba03780-4b13-44bc-a7d3-ce532ea0a856,3e8bd2b2-fe53-4b95-abb2-ce971b4f1c14,33064,Homo sapiens,mucosa of stomach|muscularis mucosae of stomach|stomach|stomach smooth muscle,normal,10x 3' v3|Smart-seq2,cell,enteroendocrine cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|endothelial cell of lymphatic vessel|enteroendocrine cell|epithelial cell|fibroblast|interstitial cell of Cajal|macrophage|mast cell|mature NK T cell|monocyte|mononuclear phagocyte|natural killer cell|neutrophil|plasma cell|regulatory T cell|smooth muscle cell|tissue-resident macrophage",https://datasets.cellxgene.cziscience.com/3e8bd2b2-fe53-4b95-abb2-ce971b4f1c14.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,2021-07-14T03:13:55+00:00,7357cee7-9f7f-4ab0-8cec-90de8f047e38,81781bd2-7a71-43a8-ab31-2a9009c1aea6,30084,Homo sapiens,ascending colon|large intestine|sigmoid colon,normal,10x 3' v3|Smart-seq2,cell,enterochromaffin-like cell|enteroglial cell|type L enteroendocrine cell,"B cell|BEST4+ enterocyte|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|colon endothelial cell|colon macrophage|enterochromaffin-like cell|enterocyte of epithelium of large intestine|enteroglial cell|fibroblast|gamma-delta T cell|innate lymphoid cell|intestinal crypt stem cell of colon|large intestine goblet cell|mast cell|mature NK T cell|monocyte|myeloid dendritic cell|myeloid leukocyte|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|natural killer cell|neutrophil|paneth cell of colon|plasma cell|regulatory T cell|transit amplifying cell of colon|tuft cell of colon|type L enteroendocrine cell",https://datasets.cellxgene.cziscience.com/81781bd2-7a71-43a8-ab31-2a9009c1aea6.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
3a844375-60ea-474b-adf1-98e76928baee,Single-cell integration and multi-modal profiling reveals phenotypes and spatial organization of neutrophils in colorectal cancer,10.1016/j.ccell.2025.12.003,2026-06-08T19:57:10+00:00,05a8c945-bc12-414f-960d-a31943bbcdd1,4a8b9568-965e-46b8-a427-baab6bf018e5,3790266,Homo sapiens,ascending colon|blood|caecum|caecum epithelium|colon|colonic epithelium|colorectal mucosa|colorectum|descending colon|hepatic cecum|hepatic flexure of colon|left colon|liver|lymph node|mesenteric lymph node|mucosa of transverse colon|rectosigmoid junction|rectum|right colon|sigmoid colon|splenic flexure of colon|transverse colon,colon adenocarcinoma|colon adenocarcinoma || mucinous adenocarcinoma|colon adenoma|colon adenoma || colorectal tubulovillous adenoma|colon adenoma || tubular adenoma|colon carcinoma|colon sessile serrated adenoma/polyp|colorectal adenocarcinoma|colorectal cancer|colorectal neoplasm|colorectal tubulovillous adenoma|hyperplastic polyp|metastasis from malignant tumor of colon|mucinous adenocarcinoma|normal|polyp of colon|rectum adenocarcinoma|tubular adenoma,10x 3' v1|10x 3' v2|10x 3' v3|10x 5' transcription profiling|10x 5' v1|10x 5' v2|BD Rhapsody Whole Transcriptome Analysis|Fluidigm C1-based SMARTer library preparation|GEXSCOPE technology|Smart-seq2|TruDrop,cell,Schwann cell|enteroendocrine cell of colon,"BEST4+ enterocyte|CD1c-positive myeloid dendritic cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgA plasma cell|IgG plasma cell|IgM plasma cell|Schwann cell|classical monocyte|colon goblet cell|colonocyte|endothelial cell of artery|endothelial cell of lymphatic vessel|enteroendocrine cell of colon|eosinophil|fibroblast|gamma-delta T cell|germinal center B cell|granulocyte monocyte progenitor cell|innate lymphoid cell|intestinal crypt stem cell of colon|macrophage|malignant cell|mast cell|mature B cell|mature NK T cell|mature conventional dendritic cell|memory B cell|naive B cell|naive thymus-derived CD4-positive, alpha-beta T cell|naive thymus-derived CD8-positive, alpha-beta T cell|natural killer cell|neutrophil|non-classical monocyte|pericyte|plasmablast|plasmacytoid dendritic cell|platelet|regulatory T cell|reticular cell|transit amplifying cell of colon|tuft cell of colon|vein endothelial cell",https://datasets.cellxgene.cziscience.com/4a8b9568-965e-46b8-a427-baab6bf018e5.h5ad,https://cellxgene.cziscience.com/collections/3a844375-60ea-474b-adf1-98e76928baee
0e54d4de-44f0-4d50-8649-b5c2bbe8f5d1,Exploring the Utility of snRNA-seq in Profiling Human Bladder Tissue: A Comprehensive Comparison with scRNA-seq,10.1016/j.isci.2024.111628,2024-11-19T21:01:01+00:00,2dd9d7a2-4bee-4c3f-a1f5-89bc3271c4f0,ac25d153-eb19-4e0e-ba4f-dd5be7295994,12964,Homo sapiens,urinary bladder,normal,10x 3' v3,cell|nucleus,Schwann cell,Schwann cell|endothelial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast|smooth muscle cell|vascular associated smooth muscle cell|vein endothelial cell,https://datasets.cellxgene.cziscience.com/ac25d153-eb19-4e0e-ba4f-dd5be7295994.h5ad,https://cellxgene.cziscience.com/collections/0e54d4de-44f0-4d50-8649-b5c2bbe8f5d1
24e324a1-b42d-4438-9bb5-cf5233fa90b0,Single cell transcriptomic analyses of the dynamic local and systemic response to cardiac injury in mice and zebrafish.,10.1038/s42003-024-07315-x,2024-12-02T21:48:15+00:00,7b6bab5a-f9c4-4a56-9ed4-3b9079b14867,3ae58a8e-a64e-44b5-94c6-af55c88e02d3,194315,Mus musculus,blood|heart|kidney|liver|pancreas,myocardial infarction|normal,10x 3' v3,cell,Schwann cell,B cell|Kupffer cell|Schwann cell|T cell|cardiac muscle cell|circulating fibrocyte|dendritic cell|endocardial cell|endothelial cell|exocrine cell|fibroblast|granulocyte|hepatic stellate cell|hepatocyte|kidney tubule cell|macrophage|mature NK T cell|monocyte|natural killer cell|neutrophil|pancreatic A cell|pancreatic D cell|pancreatic PP cell|pericyte|type B pancreatic cell|unknown,https://datasets.cellxgene.cziscience.com/3ae58a8e-a64e-44b5-94c6-af55c88e02d3.h5ad,https://cellxgene.cziscience.com/collections/24e324a1-b42d-4438-9bb5-cf5233fa90b0
92db8a7e-8761-4317-873f-15606c016ce5,A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,10.1038/s44318-024-00328-6,2025-05-16T16:39:16+00:00,781cc817-3fd0-487c-a55a-b47b2786a05d,89a17e6a-bbb0-4a9a-b2b4-3bafd89277a8,9619,Homo sapiens,lung,normal,10x 5' v1,cell,pulmonary neuroendocrine cell,basal cell|lung multiciliated epithelial cell|pulmonary alveolar type 2 cell|pulmonary neuroendocrine cell|respiratory tract epithelial cell,https://datasets.cellxgene.cziscience.com/89a17e6a-bbb0-4a9a-b2b4-3bafd89277a8.h5ad,https://cellxgene.cziscience.com/collections/92db8a7e-8761-4317-873f-15606c016ce5
741abcf7-af4b-425d-88db-7e0b0d845719,Single-nucleus transcriptomic analysis of human dorsal root ganglion neurons.,10.7554/eLife.71752,2025-03-20T17:29:30+00:00,d973ea15-3722-4bc8-a0e8-1d956d26e203,cf1271ef-08be-46dd-b39e-90c3aa72755e,1837,Homo sapiens,dorsal root ganglion,normal,10x 3' v2|10x 3' v3,nucleus,sensory neuron of dorsal root ganglion,sensory neuron of dorsal root ganglion,https://datasets.cellxgene.cziscience.com/cf1271ef-08be-46dd-b39e-90c3aa72755e.h5ad,https://cellxgene.cziscience.com/collections/741abcf7-af4b-425d-88db-7e0b0d845719
8c782494-01ed-491b-97b9-6f0d3b76c676,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,10.1016/j.xcrm.2024.101556,2024-11-22T21:16:41+00:00,f1606894-59df-4794-a37f-baa7c6fb6de1,d070bbc4-3c71-4f7a-adaf-583ccb059eb6,392819,Homo sapiens,right atrium auricular region,coronary artery disorder|heart valve disorder|myocardial infarction|normal,10x 3' v3,nucleus,Schwann cell,Schwann cell|adipocyte|cardiac blood vessel endothelial cell|cardiac muscle cell|endocardial cell|fibroblast|lymphocyte|macrophage|mesothelial cell|pericyte|smooth muscle cell,https://datasets.cellxgene.cziscience.com/d070bbc4-3c71-4f7a-adaf-583ccb059eb6.h5ad,https://cellxgene.cziscience.com/collections/8c782494-01ed-491b-97b9-6f0d3b76c676
8c782494-01ed-491b-97b9-6f0d3b76c676,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,10.1016/j.xcrm.2024.101556,2024-11-22T21:16:41+00:00,8f4f8502-9170-4ac2-9707-3b6985ebfe5f,86094298-00c2-4d09-b11d-342c5aa1f951,221756,Homo sapiens,right atrium auricular region,heart failure|heart valve disorder|myocardial ischemia|normal,10x 3' v3,nucleus,Schwann cell|neuron,Schwann cell|adipocyte|cardiac blood vessel endothelial cell|cardiac muscle cell|endocardial cell|fibroblast|lymphocyte|macrophage|mesothelial cell|neuron|pericyte|smooth muscle cell,https://datasets.cellxgene.cziscience.com/86094298-00c2-4d09-b11d-342c5aa1f951.h5ad,https://cellxgene.cziscience.com/collections/8c782494-01ed-491b-97b9-6f0d3b76c676
